Order_ID,Customer_ID,Order_Date,Order_Status
65,98,2024-11-09,Shipped
66,470,2026-01-09,Cancelled
67,503,2026-06-03,Returned
68,536,2024-11-16,Returned
69,306,2026-05-23,Cancelled
70,922,2024-12-21,Returned
71,891,2025-11-28,Shipped
72,31,2024-07-05,Returned
73,764,2024-06-15,Shipped
74,141,2025-12-04,Returned
75,928,2026-01-22,Returned
76,272,2026-03-23,Delivered
77,93,2024-08-22,Delivered
78,819,2025-03-02,Delivered
79,155,2024-10-11,Cancelled
80,220,2025-11-12,Cancelled
81,290,2025-12-11,Shipped
82,541,2025-04-01,Shipped
83,249,2025-09-17,Delivered
84,741,2024-11-30,Cancelled
85,444,2024-08-05,Shipped
86,164,2024-10-03,Returned
87,936,2025-07-10,Delivered
88,855,2024-10-19,Shipped
89,961,2025-01-06,Returned
90,843,2025-05-08,Shipped
91,379,2024-06-22,Delivered
92,335,2025-11-14,Shipped
93,252,2024-10-08,Returned
94,858,2025-01-28,Cancelled
95,169,2025-08-20,Returned
96,772,2024-10-26,Delivered
97,336,2024-09-29,Delivered
98,116,2024-07-20,Delivered
99,97,2025-11-02,Returned
100,815,2026-03-11,Delivered
101,34,2024-09-18,Delivered
102,125,2025-02-05,Returned
103,499,2025-01-24,Delivered
104,286,2025-10-11,Cancelled
105,92,2025-02-22,Cancelled
106,197,2025-03-26,Shipped
107,465,2026-06-12,Shipped
108,61,2025-02-21,Cancelled
109,375,2025-08-12,Delivered
110,636,2025-06-15,Shipped
111,453,2024-09-02,Shipped
112,959,2024-11-01,Cancelled
113,713,2025-09-27,Delivered
114,755,2025-07-10,Shipped
115,772,2024-10-30,Cancelled
116,381,2026-03-03,Shipped
117,382,2025-03-24,Shipped
118,424,2024-06-20,Delivered
119,913,2025-01-21,Delivered
120,768,2026-04-05,Shipped
121,208,2025-01-14,Shipped
122,925,2025-08-13,Cancelled
123,311,2025-01-09,Shipped
124,422,2025-11-06,Shipped
125,705,2025-03-10,Shipped
126,73,2025-08-16,Delivered
127,453,2026-03-08,Shipped
128,628,2024-08-26,Cancelled
129,121,2025-02-07,Cancelled
130,881,2024-07-05,Cancelled
131,688,2025-12-20,Shipped
132,341,2026-02-27,Delivered
133,579,2024-09-29,Cancelled
134,959,2025-06-19,Cancelled
135,480,2026-03-19,Delivered
136,210,2026-01-24,Returned
137,614,2026-03-11,Returned
138,498,2026-04-26,Shipped
139,887,2024-06-17,Returned
140,446,2024-09-03,Cancelled
141,249,2025-06-11,Returned
142,301,2026-02-27,Shipped
143,237,2024-06-15,Shipped
144,359,2026-01-23,Shipped
145,587,2024-08-20,Returned
146,409,2025-02-11,Cancelled
147,501,2025-09-22,Cancelled
148,521,2024-08-08,Returned
149,854,2026-04-12,Cancelled
150,57,2025-05-23,Shipped
151,654,2025-09-20,Returned
152,263,2026-03-13,Cancelled
153,328,2024-07-18,Shipped
154,782,2024-12-23,Cancelled
155,509,2026-03-17,Returned
156,780,2025-03-21,Cancelled
157,934,2025-04-30,Cancelled
158,896,2025-04-20,Delivered
159,52,2024-06-30,Delivered
160,60,2025-02-25,Shipped
161,180,2025-05-18,Delivered
162,592,2024-11-13,Shipped
163,70,2025-03-29,Delivered
164,291,2025-07-10,Shipped
165,760,2025-01-13,Cancelled
166,713,2024-07-02,Delivered
167,639,2025-01-16,Cancelled
168,406,2024-08-26,Returned
169,416,2024-11-22,Delivered
170,530,2026-02-20,Cancelled
171,215,2026-02-21,Delivered
172,142,2025-09-15,Delivered
173,917,2024-12-30,Shipped
174,331,2026-06-10,Delivered
175,723,2025-02-15,Delivered
176,820,2024-11-19,Returned
177,446,2024-10-30,Delivered
178,612,2024-09-11,Shipped
179,229,2024-06-23,Shipped
180,41,2025-04-29,Shipped
181,7,2026-02-06,Delivered
182,651,2025-02-24,Cancelled
183,462,2025-06-03,Shipped
184,479,2025-11-27,Cancelled
185,929,2024-10-17,Delivered
186,656,2026-01-21,Cancelled
187,73,2025-05-23,Delivered
188,296,2025-07-31,Delivered
189,76,2025-08-23,Cancelled
190,525,2025-08-04,Delivered
191,469,2024-12-19,Returned
192,11,2025-04-06,Returned
193,70,2024-10-07,Delivered
194,736,2025-12-29,Returned
195,311,2025-09-21,Cancelled
196,575,2026-05-20,Returned
197,642,2025-07-18,Shipped
198,147,2024-12-19,Cancelled
199,297,2025-08-08,Cancelled
200,414,2025-02-22,Returned
201,954,2026-05-08,Shipped
202,176,2024-10-11,Delivered
203,656,2025-06-30,Cancelled
204,360,2025-08-16,Cancelled
205,568,2024-08-29,Delivered
206,526,2025-07-22,Returned
207,764,2025-09-14,Returned
208,898,2024-07-16,Cancelled
209,595,2026-02-25,Delivered
210,352,2025-10-14,Shipped
211,440,2025-11-14,Shipped
212,636,2025-07-31,Delivered
213,249,2025-04-28,Shipped
214,212,2024-08-27,Delivered
215,70,2025-06-23,Delivered
216,265,2025-01-15,Delivered
217,394,2025-01-28,Returned
218,657,2026-05-31,Shipped
219,22,2026-01-05,Returned
220,527,2025-09-23,Shipped
221,684,2024-10-12,Returned
222,597,2026-02-10,Cancelled
223,781,2026-01-28,Cancelled
224,999,2025-12-14,Cancelled
225,851,2025-08-04,Delivered
226,268,2026-04-23,Delivered
227,545,2026-01-13,Returned
228,129,2025-04-07,Delivered
229,522,2025-02-28,Shipped
230,443,2025-06-13,Returned
231,591,2025-05-09,Returned
232,701,2026-01-01,Shipped
233,770,2025-02-28,Shipped
234,831,2025-05-16,Shipped
235,663,2025-03-24,Cancelled
236,317,2024-12-08,Delivered
237,988,2025-02-03,Cancelled
238,659,2026-04-29,Shipped
239,360,2025-05-31,Returned
240,595,2026-01-27,Shipped
241,546,2025-02-14,Cancelled
242,181,2025-10-21,Shipped
243,558,2026-05-30,Shipped
244,943,2025-02-16,Delivered
245,878,2026-01-21,Shipped
246,592,2024-06-19,Delivered
247,171,2026-04-18,Cancelled
248,32,2024-10-21,Shipped
249,81,2025-04-01,Returned
250,401,2025-03-20,Delivered
251,356,2025-06-02,Shipped
252,308,2025-11-25,Returned
253,315,2025-05-19,Returned
254,914,2025-04-22,Returned
255,435,2025-02-20,Cancelled
256,271,2025-08-17,Shipped
257,837,2025-09-01,Delivered
258,650,2025-07-25,Cancelled
259,415,2025-09-19,Shipped
260,336,2025-01-07,Delivered
261,859,2025-03-28,Shipped
262,754,2025-10-21,Shipped
263,15,2024-12-16,Shipped
264,241,2025-12-21,Delivered
265,877,2025-12-28,Returned
266,857,2025-05-11,Returned
267,162,2026-06-09,Cancelled
268,571,2025-11-21,Shipped
269,876,2025-01-12,Shipped
270,542,2025-02-08,Shipped
271,651,2025-11-24,Cancelled
272,430,2026-03-08,Returned
273,443,2024-10-03,Shipped
274,184,2025-01-10,Returned
275,95,2025-04-13,Shipped
276,129,2025-06-21,Returned
277,964,2026-01-19,Cancelled
278,552,2024-07-04,Delivered
279,799,2025-10-17,Shipped
280,385,2025-09-27,Cancelled
281,984,2025-01-01,Returned
282,33,2024-11-21,Delivered
283,962,2025-02-07,Cancelled
284,954,2025-08-08,Shipped
285,929,2025-07-02,Returned
286,465,2024-09-20,Cancelled
287,792,2026-06-13,Returned
288,798,2024-07-06,Returned
289,600,2026-05-17,Delivered
290,860,2024-06-24,Delivered
291,579,2026-02-12,Returned
292,30,2025-08-31,Returned
293,826,2025-11-04,Returned
294,973,2026-02-21,Returned
295,788,2025-07-12,Shipped
296,956,2026-06-10,Shipped
297,186,2025-07-28,Shipped
298,224,2025-08-12,Delivered
299,621,2025-03-02,Delivered
300,968,2025-03-19,Delivered
301,366,2024-12-23,Returned
302,908,2024-07-02,Shipped
303,804,2025-07-12,Returned
304,836,2025-09-24,Shipped
305,406,2025-02-04,Returned
306,109,2025-11-02,Shipped
307,486,2024-12-04,Cancelled
308,21,2024-10-24,Shipped
309,971,2025-11-15,Cancelled
310,169,2024-12-27,Shipped
311,711,2025-06-24,Shipped
312,371,2025-02-16,Returned
313,835,2024-08-27,Cancelled
314,974,2025-07-09,Delivered
315,229,2025-07-24,Delivered
316,938,2024-12-19,Shipped
317,834,2024-09-16,Delivered
318,741,2026-04-05,Delivered
319,831,2025-11-18,Cancelled
320,923,2025-11-26,Cancelled
321,427,2025-12-28,Cancelled
322,679,2024-06-22,Delivered
323,20,2026-03-14,Shipped
324,94,2026-02-05,Cancelled
325,423,2024-07-03,Delivered
326,494,2025-05-02,Shipped
327,593,2025-06-23,Returned
328,845,2026-05-12,Returned
329,807,2024-10-13,Shipped
330,628,2024-08-16,Cancelled
331,272,2025-09-12,Returned
332,925,2025-09-13,Returned
333,999,2025-10-28,Returned
334,921,2025-08-21,Returned
335,33,2026-05-06,Shipped
336,502,2024-12-19,Shipped
337,771,2024-12-01,Returned
338,605,2024-10-26,Delivered
339,446,2025-07-16,Returned
340,288,2025-02-25,Cancelled
341,233,2024-12-25,Delivered
342,64,2025-10-07,Delivered
343,874,2026-03-18,Cancelled
344,333,2025-03-21,Returned
345,155,2026-03-24,Cancelled
346,69,2026-06-13,Delivered
347,722,2025-11-07,Returned
348,962,2025-03-18,Delivered
349,9,2024-08-03,Shipped
350,25,2025-05-11,Cancelled
351,109,2024-12-23,Returned
352,732,2025-01-28,Cancelled
353,985,2026-01-15,Delivered
354,279,2026-01-12,Returned
355,919,2025-08-30,Cancelled
356,238,2025-02-09,Cancelled
357,806,2026-03-28,Returned
358,660,2025-08-07,Cancelled
359,601,2025-05-15,Delivered
360,994,2026-05-23,Delivered
361,405,2026-01-01,Delivered
362,296,2026-03-25,Cancelled
363,107,2026-05-18,Cancelled
364,813,2025-03-23,Shipped
365,428,2025-05-16,Cancelled
366,250,2025-12-23,Delivered
367,675,2025-07-29,Returned
368,298,2025-12-19,Delivered
369,574,2025-01-24,Cancelled
370,259,2024-09-29,Delivered
371,904,2026-04-04,Shipped
372,836,2024-09-12,Returned
373,918,2024-06-27,Returned
374,293,2024-08-21,Returned
375,600,2025-01-05,Returned
376,598,2026-04-08,Delivered
377,127,2024-12-14,Delivered
378,225,2025-02-10,Cancelled
379,533,2026-02-03,Shipped
380,129,2026-06-07,Returned
381,419,2025-12-15,Delivered
382,431,2025-01-26,Shipped
383,603,2024-06-15,Returned
384,350,2025-08-16,Returned
385,606,2024-07-19,Returned
386,990,2025-10-09,Returned
387,985,2024-09-27,Delivered
388,159,2024-07-09,Delivered
389,915,2024-07-31,Delivered
390,788,2024-10-25,Cancelled
391,81,2024-08-25,Cancelled
392,477,2025-02-11,Shipped
393,578,2025-11-10,Delivered
394,864,2026-05-03,Returned
395,855,2025-08-17,Shipped
396,956,2025-10-07,Shipped
397,34,2026-02-17,Cancelled
398,129,2025-07-21,Delivered
399,723,2025-04-14,Delivered
400,842,2026-05-23,Shipped
401,316,2024-11-22,Cancelled
402,133,2025-03-19,Returned
403,285,2025-08-27,Cancelled
404,279,2025-11-17,Returned
405,782,2024-08-19,Cancelled
406,955,2024-10-23,Cancelled
407,17,2025-08-29,Shipped
408,575,2026-03-01,Returned
409,826,2025-04-01,Cancelled
410,609,2024-10-18,Shipped
411,182,2025-03-27,Returned
412,147,2025-03-06,Shipped
413,399,2025-02-28,Cancelled
414,333,2024-07-30,Cancelled
415,210,2025-01-12,Cancelled
416,847,2026-04-19,Shipped
417,78,2025-04-27,Delivered
418,908,2025-03-23,Shipped
419,409,2025-04-28,Returned
420,522,2024-09-09,Returned
421,528,2026-03-28,Cancelled
422,481,2025-07-30,Cancelled
423,184,2024-06-16,Cancelled
424,454,2025-10-02,Cancelled
425,162,2025-03-20,Cancelled
426,90,2026-01-13,Returned
427,809,2024-11-11,Cancelled
428,329,2026-01-01,Returned
429,242,2025-10-24,Shipped
430,640,2026-03-27,Cancelled
431,476,2026-05-23,Delivered
432,841,2026-02-28,Cancelled
433,135,2025-12-28,Cancelled
434,78,2025-04-08,Delivered
435,141,2024-08-03,Cancelled
436,534,2025-09-23,Cancelled
437,448,2026-03-27,Cancelled
438,604,2025-04-10,Cancelled
439,530,2025-05-29,Shipped
440,432,2024-12-13,Cancelled
441,57,2025-10-05,Returned
442,525,2024-11-10,Returned
443,366,2024-12-11,Returned
444,183,2025-08-01,Cancelled
445,954,2025-01-30,Delivered
446,130,2026-04-25,Returned
447,912,2025-12-21,Delivered
448,113,2025-08-09,Delivered
449,600,2025-02-15,Shipped
450,946,2024-07-26,Returned
451,858,2025-05-14,Delivered
452,420,2025-02-12,Returned
453,978,2025-04-19,Delivered
454,267,2026-05-18,Shipped
455,16,2025-04-21,Returned
456,739,2025-12-16,Cancelled
457,2,2026-05-29,Returned
458,271,2024-07-15,Returned
459,737,2025-09-09,Cancelled
460,31,2025-07-22,Cancelled
461,368,2026-06-06,Shipped
462,41,2026-01-20,Delivered
463,959,2026-03-20,Returned
464,424,2025-09-07,Cancelled
465,880,2024-09-22,Cancelled
466,201,2025-01-25,Shipped
467,821,2026-05-15,Delivered
468,738,2025-11-02,Returned
469,733,2026-01-19,Delivered
470,9,2025-10-11,Shipped
471,333,2025-04-07,Delivered
472,230,2025-11-27,Delivered
473,471,2026-06-01,Returned
474,562,2025-08-16,Shipped
475,1000,2025-10-31,Delivered
476,494,2026-03-05,Returned
477,1,2024-08-15,Returned
478,418,2026-03-26,Delivered
479,704,2025-12-27,Shipped
480,839,2025-11-04,Shipped
481,183,2025-06-02,Returned
482,688,2025-09-22,Cancelled
483,963,2026-01-25,Shipped
484,418,2025-08-14,Shipped
485,342,2025-11-13,Shipped
486,756,2025-07-11,Delivered
487,407,2026-06-03,Shipped
488,916,2025-02-08,Shipped
489,617,2025-01-27,Delivered
490,195,2025-05-10,Delivered
491,572,2025-11-25,Delivered
492,72,2025-07-26,Cancelled
493,180,2026-01-22,Shipped
494,295,2024-07-03,Returned
495,310,2024-10-06,Shipped
496,960,2025-05-13,Cancelled
497,839,2024-10-18,Cancelled
498,939,2025-09-19,Returned
499,476,2025-10-24,Returned
500,700,2025-05-19,Shipped
501,611,2025-03-22,Shipped
502,239,2024-09-09,Shipped
503,351,2025-05-03,Cancelled
504,318,2025-01-16,Cancelled
505,163,2024-12-22,Cancelled
506,454,2024-10-12,Returned
507,646,2024-10-05,Delivered
508,885,2024-07-30,Returned
509,773,2026-04-21,Returned
510,498,2025-01-12,Returned
511,446,2024-10-23,Shipped
512,712,2025-03-22,Returned
513,955,2026-01-20,Shipped
514,329,2024-11-20,Cancelled
515,735,2025-06-06,Returned
516,207,2025-11-07,Delivered
517,578,2025-11-05,Returned
518,427,2025-12-28,Delivered
519,398,2024-10-26,Cancelled
520,237,2024-06-28,Cancelled
521,852,2024-07-02,Shipped
522,399,2024-08-19,Shipped
523,359,2024-09-01,Shipped
524,630,2026-01-11,Returned
525,178,2025-10-14,Returned
526,852,2025-04-27,Returned
527,207,2025-09-18,Delivered
528,39,2024-07-15,Delivered
529,328,2025-11-21,Shipped
530,834,2025-03-03,Shipped
531,865,2024-07-06,Returned
532,453,2025-11-29,Shipped
533,767,2025-09-09,Delivered
534,411,2025-01-27,Cancelled
535,412,2024-11-16,Cancelled
536,595,2025-05-18,Delivered
537,413,2026-03-04,Delivered
538,481,2024-08-19,Returned
539,539,2025-08-15,Delivered
540,603,2024-09-28,Cancelled
541,400,2025-03-20,Delivered
542,50,2024-11-29,Shipped
543,969,2026-03-07,Shipped
544,557,2025-02-26,Cancelled
545,940,2025-10-25,Delivered
546,799,2024-08-25,Delivered
547,5,2025-05-05,Shipped
548,778,2025-06-21,Cancelled
549,279,2024-12-06,Cancelled
550,370,2025-07-01,Cancelled
551,694,2026-01-26,Shipped
552,991,2026-04-07,Returned
553,634,2024-08-12,Delivered
554,781,2026-01-12,Shipped
555,950,2026-05-02,Shipped
556,605,2026-06-12,Returned
557,231,2024-08-09,Cancelled
558,216,2025-07-30,Delivered
559,786,2024-08-16,Returned
560,577,2026-04-18,Returned
561,91,2026-06-12,Shipped
562,29,2024-06-23,Cancelled
563,760,2024-12-22,Returned
564,800,2025-12-14,Returned
565,288,2026-01-11,Delivered
566,599,2024-09-27,Returned
567,352,2026-04-08,Shipped
568,276,2025-03-07,Returned
569,141,2025-08-18,Delivered
570,935,2026-01-01,Returned
571,679,2025-09-10,Delivered
572,956,2025-04-29,Cancelled
573,715,2026-03-17,Shipped
574,494,2025-11-25,Cancelled
575,83,2025-07-09,Shipped
576,900,2025-05-09,Cancelled
577,512,2025-12-27,Cancelled
578,239,2024-10-20,Shipped
579,295,2025-10-23,Returned
580,916,2025-04-27,Shipped
581,413,2024-11-20,Returned
582,570,2025-12-02,Shipped
583,994,2024-07-30,Shipped
584,4,2025-09-19,Shipped
585,349,2025-11-08,Delivered
586,241,2025-11-06,Shipped
587,717,2026-04-15,Shipped
588,873,2025-08-18,Cancelled
589,440,2026-05-24,Cancelled
590,481,2025-10-09,Cancelled
591,966,2025-04-10,Shipped
592,423,2024-06-30,Delivered
593,217,2024-11-14,Shipped
594,264,2025-02-06,Returned
595,123,2025-07-17,Shipped
596,501,2025-03-03,Delivered
597,934,2026-05-07,Returned
598,729,2026-05-15,Shipped
599,857,2025-08-17,Returned
600,815,2024-06-29,Cancelled
601,844,2025-02-26,Cancelled
602,726,2025-02-02,Returned
603,278,2025-02-17,Shipped
604,919,2025-05-04,Returned
605,85,2025-12-26,Shipped
606,700,2025-10-15,Returned
607,760,2024-11-04,Shipped
608,302,2026-03-11,Returned
609,167,2024-06-19,Delivered
610,740,2025-03-04,Cancelled
611,117,2025-03-22,Cancelled
612,454,2026-05-26,Shipped
613,462,2024-12-21,Cancelled
614,703,2026-04-16,Delivered
615,375,2025-02-08,Shipped
616,979,2026-01-27,Shipped
617,328,2025-12-03,Shipped
618,475,2026-03-02,Returned
619,219,2025-04-10,Cancelled
620,230,2025-09-07,Shipped
621,618,2025-12-11,Delivered
622,30,2026-01-11,Shipped
623,825,2025-02-14,Cancelled
624,335,2025-12-02,Cancelled
625,307,2025-08-29,Cancelled
626,95,2025-05-20,Delivered
627,337,2026-03-11,Shipped
628,956,2025-08-11,Delivered
629,527,2024-11-17,Delivered
630,344,2024-09-18,Cancelled
631,542,2026-01-27,Shipped
632,548,2024-10-12,Shipped
633,133,2024-08-25,Shipped
634,731,2025-06-26,Cancelled
635,947,2024-06-21,Returned
636,904,2025-06-30,Delivered
637,224,2026-03-09,Cancelled
638,579,2024-12-25,Cancelled
639,713,2025-08-23,Delivered
640,645,2026-04-10,Returned
641,613,2025-02-14,Cancelled
642,395,2025-10-10,Delivered
643,135,2025-02-18,Cancelled
644,60,2024-12-22,Cancelled
645,690,2024-09-23,Cancelled
646,760,2025-08-27,Returned
647,271,2025-04-19,Delivered
648,218,2025-03-31,Cancelled
649,720,2025-03-30,Delivered
650,702,2024-11-10,Returned
651,454,2025-02-06,Shipped
652,913,2026-02-04,Delivered
653,954,2024-09-03,Cancelled
654,333,2025-07-27,Returned
655,725,2026-04-14,Returned
656,804,2025-03-14,Delivered
657,431,2025-03-27,Cancelled
658,141,2025-05-15,Returned
659,679,2026-04-01,Cancelled
660,964,2024-11-27,Returned
661,71,2025-12-13,Cancelled
662,506,2024-06-24,Delivered
663,798,2024-12-07,Cancelled
664,167,2025-11-10,Cancelled
665,694,2025-03-23,Returned
666,849,2026-01-14,Returned
667,122,2024-06-28,Delivered
668,848,2025-09-30,Cancelled
669,441,2024-12-14,Delivered
670,133,2024-12-02,Cancelled
671,448,2026-03-23,Delivered
672,614,2024-11-15,Shipped
673,225,2025-11-27,Shipped
674,758,2026-04-01,Cancelled
675,478,2024-10-20,Shipped
676,436,2025-08-20,Delivered
677,44,2025-10-05,Cancelled
678,916,2025-03-25,Cancelled
679,227,2024-12-21,Shipped
680,709,2025-05-17,Returned
681,605,2026-05-01,Cancelled
682,322,2025-02-20,Returned
683,440,2026-05-05,Returned
684,680,2024-12-19,Shipped
685,944,2024-06-28,Delivered
686,837,2026-01-03,Shipped
687,737,2025-05-01,Returned
688,840,2025-02-12,Returned
689,510,2024-12-27,Cancelled
690,449,2026-06-01,Cancelled
691,22,2026-06-13,Shipped
692,904,2024-12-16,Shipped
693,952,2024-09-26,Returned
694,904,2024-07-15,Cancelled
695,932,2026-04-10,Shipped
696,631,2025-01-10,Cancelled
697,700,2024-10-02,Shipped
698,427,2025-12-28,Delivered
699,596,2025-04-13,Cancelled
700,155,2024-07-31,Delivered
701,925,2026-06-04,Returned
702,904,2026-04-14,Delivered
703,439,2026-05-17,Returned
704,129,2024-10-11,Returned
705,250,2024-08-27,Shipped
706,712,2025-04-13,Shipped
707,390,2024-07-09,Delivered
708,675,2026-02-07,Cancelled
709,921,2026-04-27,Delivered
710,451,2024-09-29,Cancelled
711,700,2025-10-13,Returned
712,564,2025-07-30,Cancelled
713,353,2024-11-18,Shipped
714,83,2025-01-29,Shipped
715,425,2025-02-20,Shipped
716,136,2026-01-23,Delivered
717,497,2025-03-15,Returned
718,811,2026-03-12,Shipped
719,863,2026-06-12,Returned
720,115,2024-06-18,Shipped
721,967,2026-03-12,Cancelled
722,756,2025-06-26,Delivered
723,981,2024-07-20,Delivered
724,733,2024-08-21,Delivered
725,883,2024-12-05,Delivered
726,833,2024-12-15,Shipped
727,320,2024-11-03,Cancelled
728,784,2025-04-21,Cancelled
729,417,2026-04-01,Cancelled
730,985,2025-07-09,Delivered
731,404,2024-08-15,Shipped
732,599,2026-04-25,Returned
733,318,2025-08-05,Delivered
734,668,2025-06-17,Cancelled
735,927,2024-12-08,Cancelled
736,641,2025-10-31,Cancelled
737,433,2024-10-06,Delivered
738,280,2025-05-12,Cancelled
739,710,2024-12-20,Delivered
740,943,2025-11-24,Shipped
741,512,2026-04-11,Shipped
742,891,2025-06-24,Returned
743,950,2025-06-13,Shipped
744,732,2026-04-11,Returned
745,380,2024-09-23,Returned
746,804,2025-12-30,Returned
747,39,2026-03-18,Shipped
748,459,2026-01-01,Shipped
749,47,2026-01-09,Cancelled
750,780,2025-12-03,Cancelled
751,847,2025-03-24,Delivered
752,977,2025-05-28,Delivered
753,300,2024-12-10,Returned
754,46,2024-11-26,Delivered
755,983,2025-09-10,Delivered
756,415,2024-10-03,Shipped
757,434,2024-11-13,Delivered
758,228,2024-10-06,Cancelled
759,590,2024-09-25,Delivered
760,108,2025-04-19,Returned
761,169,2026-01-19,Cancelled
762,832,2024-09-27,Delivered
763,487,2025-04-02,Delivered
764,731,2025-08-31,Cancelled
765,958,2025-02-15,Returned
766,681,2026-06-11,Shipped
767,828,2025-05-01,Delivered
768,41,2026-04-21,Cancelled
769,496,2024-12-12,Shipped
770,111,2026-02-28,Shipped
771,330,2024-07-17,Returned
772,155,2024-08-09,Returned
773,945,2024-08-19,Delivered
774,141,2026-02-25,Cancelled
775,113,2025-04-22,Delivered
776,59,2026-02-09,Delivered
777,377,2026-06-13,Returned
778,400,2025-04-29,Shipped
779,583,2025-01-21,Returned
780,812,2025-05-02,Returned
781,596,2024-08-24,Cancelled
782,147,2024-09-05,Shipped
783,796,2025-02-01,Cancelled
784,819,2026-01-17,Delivered
785,665,2025-07-03,Shipped
786,105,2025-01-25,Cancelled
787,99,2025-02-25,Delivered
788,679,2024-07-30,Returned
789,718,2026-03-15,Delivered
790,198,2025-11-20,Cancelled
791,924,2025-12-12,Shipped
792,410,2025-02-11,Delivered
793,626,2025-08-29,Returned
794,834,2025-04-01,Returned
795,938,2024-07-23,Returned
796,182,2024-10-28,Delivered
797,640,2025-07-20,Returned
798,44,2025-08-14,Cancelled
799,504,2025-03-20,Returned
800,323,2025-01-15,Delivered
801,885,2026-01-18,Cancelled
802,588,2025-01-28,Shipped
803,233,2025-12-07,Returned
804,978,2026-05-20,Cancelled
805,917,2025-11-29,Shipped
806,381,2024-08-14,Shipped
807,209,2025-12-07,Returned
808,788,2024-10-24,Returned
809,930,2025-03-12,Returned
810,663,2025-11-23,Returned
811,375,2026-05-29,Delivered
812,996,2025-12-12,Returned
813,929,2024-07-01,Shipped
814,721,2026-05-05,Returned
815,683,2025-08-03,Delivered
816,192,2025-01-30,Shipped
817,69,2024-11-28,Delivered
818,862,2026-05-07,Shipped
819,235,2025-07-14,Shipped
820,540,2024-10-28,Delivered
821,276,2024-08-02,Returned
822,679,2024-12-17,Returned
823,517,2026-05-18,Shipped
824,91,2024-08-26,Delivered
825,595,2025-07-19,Cancelled
826,988,2024-08-10,Cancelled
827,842,2024-07-02,Delivered
828,772,2024-10-15,Cancelled
829,930,2026-06-07,Shipped
830,569,2025-08-30,Delivered
831,189,2025-11-14,Cancelled
832,753,2024-11-26,Shipped
833,294,2025-09-20,Cancelled
834,762,2024-08-03,Shipped
835,146,2026-02-08,Delivered
836,870,2025-04-28,Shipped
837,619,2025-12-29,Delivered
838,364,2025-10-14,Returned
839,87,2026-01-19,Cancelled
840,517,2024-07-27,Shipped
841,827,2025-10-17,Shipped
842,608,2024-10-23,Shipped
843,31,2026-03-27,Shipped
844,989,2025-12-28,Delivered
845,815,2024-11-19,Delivered
846,488,2025-12-28,Delivered
847,179,2025-08-13,Returned
848,806,2024-12-05,Delivered
849,901,2024-11-02,Shipped
850,384,2024-10-14,Shipped
851,165,2025-01-12,Cancelled
852,957,2025-05-06,Shipped
853,444,2024-08-30,Shipped
854,746,2026-03-28,Delivered
855,950,2025-10-29,Delivered
856,116,2025-03-21,Returned
857,430,2025-08-07,Returned
858,538,2025-06-28,Delivered
859,896,2024-07-11,Returned
860,370,2024-10-07,Returned
861,59,2026-03-03,Cancelled
862,91,2025-11-28,Returned
863,935,2026-06-14,Returned
864,781,2026-02-16,Cancelled
865,766,2026-03-19,Delivered
866,401,2025-05-12,Returned
867,451,2025-08-28,Shipped
868,872,2026-01-10,Shipped
869,62,2025-04-22,Delivered
870,292,2025-06-26,Shipped
871,693,2025-07-10,Cancelled
